Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
2,HouseOfChikankari,8,175,02-Jan-23,10-Mar-23,11-Jan-23,Investment with Intent,Rahul Dua,Beauty/Fashion,HANDMADE BY ARTISANS OF LUCKNOW,https://www.houseofchikankari.in/,2020.0,2,,2.0,Middle,Delhi,Delhi,,,,,,,,,75.0,1.0,7500.0,1,1,75.0,3.75,,,2000.0,2,,,,,,,,,,,37.5,1.875,,37.5,1.875,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Paradyes,9,177,02-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Rahul Dua,Beauty/Fashion,Semi Permanent Hair Color,https://www.birdsofparadyes.com/,2020.0,2,1.0,1.0,Young,Ahmedabad,Gujarat,350.0,,,,,,,,65.0,1.0,6500.0,1,1,65.0,2.0,,,3250.0,2,,,,,32.5,1.0,,,,,32.5,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Nestroots,9,178,02-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Rahul Dua,Lifestyle/Home,"House of design, aesthetics and elegance",https://www.nestroots.com/,,1,,1.0,Middle,Delhi,Delhi,,,,,,,,,50.0,1.0,5000.0,1,1,50.0,2.0,,,2500.0,1,,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Primebook,11,183,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Rahul Dua,Technology/Software,Android Apps on Windows laptops,https://www.primebook.in/,,4,4.0,,Middle,Delhi,Delhi,,,,,,,,,75.0,1.5,5000.0,1,1,75.0,3.0,,,2500.0,2,,,,,,,,,,,37.5,1.5,,37.5,1.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Janitri,12,186,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Rahul Dua,Medical/Health,Pregnancy Monitoring systems,https://www.janitri.in/,2021.0,1,1.0,,Middle,Alwar,Rajasthan,,,,,,,,,100.0,2.5,4000.0,1,1,100.0,2.5,,,4000.0,1,,100.0,2.5,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Sepal,16,198,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Manufacturing,Bike Accessories,https://sepal.in/,,2,2.0,,Middle,Hyderabad,Telangana,,,37.0,,,,,,50.0,1.0,5000.0,1,1,50.0,2.0,,,2500.0,1,,,,,,,,,,,,,,50.0,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Solinas,16,199,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Rahul Dua,Business Services,"Products organise the management of pipelines,manholes and septic tanks",https://solinas.in/,2020.0,4,3.0,1.0,Middle,Chennai,Tamil Nadu,120.0,,,,,,,,90.0,2.0,4500.0,1,1,90.0,3.0,,,3000.0,2,,,,,,,,45.0,1.5,,,,,45.0,1.5,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,NeoMotion,18,204,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Rahul Dua,Manufacturing,Wheelchairs,https://www.neomotion.in/,2020.0,3,3.0,,Middle,Chennai,Tamil Nadu,470.0,,,,,,,,100.0,1.0,10000.0,1,1,100.0,1.0,,,10000.0,1,,,,,,,,,,,,,,100.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Bullspree,19,209,02-Jan-23,10-Mar-23,26-Jan-23,Building Brands For India,Rahul Dua,Technology/Software,App to learn stock market basics,https://bullspree.com/,2020.0,3,3.0,,Middle,Ahmedabad,Gujarat,,,,,yes,,,,75.0,1.5,5000.0,1,1,75.0,2.86,,,2622.377622,2,,,,,,,,,,,37.5,1.43,,37.5,1.43,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Snitch,20,210,02-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Beauty/Fashion,Menswear,https://www.snitch.co.in/,2020.0,1,1.0,,Middle,Bangalore,Karnataka,,,,,,,,,150.0,0.5,30000.0,1,1,150.0,1.5,,,10000.0,5,,30.0,0.3,,30.0,0.3,,30.0,0.3,,30.0,0.3,,30.0,0.3,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Portl,20,211,02-Jan-23,10-Mar-23,27-Jan-23,Nurturing Indian Entrepreneurs,Rahul Dua,Business Services,Portl studio gym,https://portl.co/,2021.0,3,3.0,,Middle,Hyderabad,Telangana,,,45.0,,,,,,150.0,1.0,15000.0,1,1,150.0,2.5,,,6000.0,3,,50.0,0.833,,,,,,,,50.0,0.833,,50.0,0.833,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Broomees,22,217,02-Jan-23,10-Mar-23,31-Jan-23,Making Big Businesses,Rahul Dua,Business Services,Helpers homemakers for your home,https://broomees.com/,2020.0,3,2.0,1.0,Middle,Delhi,Delhi,,,,,,,,,80.0,2.0,4000.0,1,1,100.0,3.0,,,3333.333333,3,,33.33,1.0,,,,,,,,33.33,1.0,,33.33,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,PadCare,23,220,02-Jan-23,10-Mar-23,01-Feb-23,Changing The World,Rahul Dua,Manufacturing,Menstrual hygiene disposal solution,https://www.padcarelabs.com/,2018.0,1,1.0,,Young,Pune,Maharashtra,,14.0,,,yes,,,,50.0,2.0,2500.0,1,1,100.0,4.0,,,2500.0,4,,25.0,1.0,,25.0,1.0,,25.0,1.0,,,,,25.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,UnStop,26,231,02-Jan-23,10-Mar-23,06-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Technology/Software,Connecting talent colleges recruiters,https://unstop.com/,2022.0,1,1.0,,Middle,Delhi,Delhi,1600.0,,90.0,,,,,,100.0,1.0,10000.0,1,1,200.0,4.0,,,5000.0,4,,50.0,1.0,,,,,50.0,1.0,,50.0,1.0,,,,,50.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,Zoff,28,237,02-Jan-23,10-Mar-23,08-Feb-23,Game Changers,Rahul Dua,Food and Beverage,Cool Grind Technology Indian Spices,https://zofffoods.com/,2018.0,2,2.0,,Middle,Raipur,Chhattisgarh,,700.0,,,,,,,100.0,0.5,20000.0,1,1,100.0,1.25,,,8000.0,1,,,,,,,,,,,100.0,1.25,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
2,MindPeers,29,241,02-Jan-23,10-Mar-23,09-Feb-23,Pulse Of The Country,Rahul Dua,Medical/Health,For Mental Strength,https://www.mindpeers.co/,2020.0,2,1.0,1.0,Middle,Delhi,Delhi,,,,,,,,,53.0,1.0,5300.0,1,1,106.0,2.0,,,5300.0,4,,17.66,0.33,,17.66,0.33,,,,,17.66,0.33,,53.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Daryaganj,30,243,02-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Food and Beverage,North Indian Cuisine restaurant,https://daryaganj.com/,2019.0,3,3.0,,Middle,Delhi,Delhi,,300.0,,,,,,,90.0,0.5,18000.0,1,1,90.0,1.0,,,9000.0,1,yes,,,,,,,,,,90.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Freakins,33,255,02-Jan-23,10-Mar-23,15-Feb-23,Growing With India,Rahul Dua,Beauty/Fashion,Fashionable Denim Apparel,https://freakins.com/,2021.0,2,2.0,,Middle,Mumbai,Maharashtra,,,63.0,,yes,,,,70.0,1.0,7000.0,1,1,50.0,2.5,20.0,12.0,2000.0,1,yes,,,,50.0,2.5,20.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Perfora,34,256,02-Jan-23,10-Mar-23,16-Feb-23,Growing Ideas Into Successful Businesses,Rahul Dua,Lifestyle/Home,Toothpaste Electric Toothbrush,https://perforacare.com/,2021.0,2,2.0,,Young,"Ballarpur,Karnal","Haryana,Maharashtra",,,57.0,,yes,,,,80.0,1.0,8000.0,1,1,80.0,2.5,,,3200.0,3,,26.66,0.833,,26.66,0.833,,,,,,,,26.66,0.833,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,MeduLance,35,259,02-Jan-23,10-Mar-23,17-Feb-23,Business Ideas Ka Pitara,Rahul Dua,Medical/Health,One-stop solution for all healthcare needs,https://medulance.com/,2017.0,2,2.0,,Middle,Delhi,Delhi,240.0,,,24.0,,,,,200.0,1.0,20000.0,1,1,200.0,2.0,,,10000.0,3,,66.66,0.666,,,,,,,,66.66,0.666,,66.66,0.666,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Hornback,37,267,02-Jan-23,10-Mar-23,21-Feb-23,Bharat Ka Kal,Rahul Dua,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,https://hornback.bike/,2022.0,2,2.0,,Middle,Hyderabad,Telangana,,,,,,,yes,,50.0,1.0,5000.0,1,1,50.0,2.5,,,2000.0,1,yes,,,,,,,,,,,,,,,,50.0,2.5,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,nawgati,38,272,02-Jan-23,10-Mar-23,22-Feb-23,Innovation And Imagination,Rahul Dua,Business Services,Congestion Management for Fuel Stations,https://www.nawgati.com/,2019.0,3,3.0,,Young,Noida,Uttar Pradesh,,,,,,,,,67.0,2.0,3350.0,1,1,67.0,3.0,,,2233.333333,2,,,,,,,,,,,33.5,1.5,,,,,33.5,1.5,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Pharmallama,39,275,02-Jan-23,10-Mar-23,23-Feb-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Medical/Health,Simplified pharmacy,https://pharmallama.com/,2022.0,3,3.0,,Middle,Bangalore,Karnataka,,24.0,,,,,,,100.0,1.5,6666.666667,1,1,200.0,5.0,,,4000.0,5,,40.0,1.0,,,,,40.0,1.0,,40.0,1.0,,40.0,1.0,,40.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Hood,40,278,02-Jan-23,10-Mar-23,24-Feb-23,Creating Valuable Businesses,Rahul Dua,Technology/Software,Pseudonymous social network,https://www.hood.live/,2022.0,3,3.0,,Middle,Gurgaon,Haryana,0.0,,,,,,,,120.0,0.2,60000.0,1,1,60.0,0.54,60.0,12.0,11111.11111,2,,,,,,,,,,,30.0,0.27,30.0,30.0,0.27,30.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,GROWiT,40,280,02-Jan-23,10-Mar-23,24-Feb-23,Creating Valuable Businesses,Rahul Dua,Agriculture,Protective farming products,https://thegrowit.com/,2020.0,2,2.0,,Middle,Surat,Gujarat,,,22.0,,yes,,,,100.0,1.0,10000.0,1,1,50.0,1.0,50.0,10.0,5000.0,2,,25.0,0.5,25.0,,,,,,,,,,25.0,0.5,25.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,
2,Trunome,41,282,02-Jan-23,10-Mar-23,27-Feb-23,Out Of The Box Business Ideas,Rahul Dua,Medical/Health,Post Transplant Care,https://acrannolife.com/,,2,2.0,,Middle,Chennai,Tamil Nadu,,,,,,,yes,,150.0,1.0,15000.0,1,1,150.0,2.0,,,7500.0,4,,,,,37.5,0.5,,37.5,0.5,,37.5,0.5,,37.5,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Wol3D,41,283,02-Jan-23,10-Mar-23,27-Feb-23,Out Of The Box Business Ideas,Rahul Dua,Manufacturing,3D printing technology,https://worldoflilliputs.com/,2016.0,4,2.0,2.0,Middle,Mumbai,Maharashtra,,,30.0,,,,,,150.0,1.0,15000.0,1,1,80.0,2.0,70.0,,4000.0,1,,,,,,,,,,,80.0,2.0,70.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Subhag,45,298,02-Jan-23,10-Mar-23,03-Mar-23,True Meaning Of Entrepreneurship,Rahul Dua,Medical/Health,Health-tech IUI Treatment Procedure for Infertility,https://subhag.in/,2018.0,3,3.0,,Middle,"Jhumri Telaiya,Raipur","Jharkhand,Chhattisgarh",,0.0,,,,,yes,,50.0,1.0,5000.0,1,1,20.0,1.0,30.0,10.0,2000.0,1,,20.0,1.0,30.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,ThePlatedProject,46,301,02-Jan-23,10-Mar-23,06-Mar-23,Different Colours Of Entrepreneurship,Rahul Dua,Business Services,Decor Plates & Dinnerware,https://www.theplatedproject.com/,2019.0,1,1.0,,Middle,Mumbai,Maharashtra,,,,,,,,,75.0,2.0,3750.0,1,1,75.0,3.75,,,2000.0,3,,25.0,1.25,,25.0,1.25,,,,,25.0,1.25,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
2,Rubans,48,307,02-Jan-23,10-Mar-23,08-Mar-23,"Pitchers, Investments And Businesses",Rahul Dua,Beauty/Fashion,Artificial Jewellery Set Online,https://www.rubans.in/,2014.0,2,1.0,1.0,Middle,Bangalore,Karnataka,5100.0,,,,,,,,150.0,0.5,30000.0,1,1,100.0,1.0,50.0,12.0,10000.0,3,,33.33,0.333,16.66,33.33,0.333,16.66,,,,33.33,0.333,16.66,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,
2,LilGoodness,48,310,02-Jan-23,10-Mar-23,08-Mar-23,"Pitchers, Investments And Businesses",Rahul Dua,Food and Beverage,Healthy Snacks,https://lilgoodness.com/,2020.0,2,2.0,,Middle,Bangalore,Karnataka,,145.0,65.0,,yes,,,,100.0,1.0,10000.0,1,1,50.0,1.0,50.0,10.0,5000.0,1,,,,,,,,,,,,,,50.0,1.0,50.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,
2,NishHair,50,315,02-Jan-23,10-Mar-23,10-Mar-23,Season Finale With The Sharks,Rahul Dua,Beauty/Fashion,100% Human Hair Extensions,https://nishhair.com/,2017.0,1,,1.0,Middle,Mumbai,Maharashtra,670.0,80.0,,30.0,,,,,100.0,2.0,5000.0,1,1,100.0,2.0,,,5000.0,1,,,,,,,,,,,,,,,,,100.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,
2,TAC,51,318,02-Jan-23,10-Mar-23,10-Mar-23,Gateway To Shark Tank India,Rahul Dua,Beauty/Fashion,"ayurveda co for glowing skin, makeup & open pores",https://theayurvedaco.com/,2013.0,2,1.0,1.0,Middle,Mumbai,Maharashtra,,,,,yes,,,,150.0,0.5,30000.0,1,1,81.0,1.0,69.0,12.0,8100.0,2,,,,,,,,,,,40.5,0.5,34.5,,,,,,,40.5,0.5,34.5,Vikas D Nahar,Vikas D Nahar,1.0,1.0,,1.0,,,1.0,1.0
3,HonestHome,1,322,22-Jan-24,31-Mar-24,22-Jan-24,Bigger Better and Smarter,Rahul Dua,Green/CleanTech,Eco friendly products,https://honesthome.in/,2019.0,1,1.0,,Middle,Dhampur,Uttar Pradesh,1400.0,142.0,,5.0,,,,,100.0,2.0,5000.0,1,1,100.0,3.0,,,3333.333333,1,,,,,,,,,,,,,,,,,100.0,3.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,AdilQadri,1,323,22-Jan-24,31-Mar-24,22-Jan-24,Bigger Better and Smarter,Rahul Dua,Beauty/Fashion,Perfumes and Attar,https://www.adilqadri.com/,2020.0,1,1.0,,Young,Bilimora,Gujarat,2070.0,600.0,70.0,,yes,,,,100.0,0.5,20000.0,1,1,100.0,1.0,,,10000.0,1,,,,,100.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,Intervue,2,327,22-Jan-24,31-Mar-24,23-Jan-24,An Entrepreneurial Showcase,Rahul Dua,Technology/Software,Conducts technical interviews online,https://www.intervue.io/,2020.0,2,2.0,,Young,"Ludhiana,Ghaziabad","Punjab,Uttar Pradesh",870.0,,,,,,,,150.0,1.0,15000.0,1,1,150.0,2.0,,,7500.0,1,,,,,,,,,,,150.0,2.0,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,Blix,3,329,22-Jan-24,31-Mar-24,24-Jan-24,Quest For Investment,Rahul Dua,Technology/Software,Robotics toys,https://blix.in/,2021.0,1,1.0,,Middle,Mumbai,Maharashtra,400.0,36.0,50.0,,,,,,80.0,2.0,4000.0,1,1,80.0,4.0,,,2000.0,2,,,,,,,,,,,40.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,TURMS,4,331,22-Jan-24,31-Mar-24,25-Jan-24,Smart Solutions For A Smarter India,Rahul Dua,Beauty/Fashion,Intelligent Clothing,https://urturms.com/,2022.0,1,1.0,,Old,Bangalore,Karnataka,70.0,86.0,,,,,,,120.0,2.0,6000.0,1,1,120.0,4.0,,,3000.0,1,,,,,,,,,,,,,,,,,,,,120.0,4.0,,Azhar Iqubal,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,mintree,4,332,22-Jan-24,31-Mar-24,25-Jan-24,Smart Solutions For A Smarter India,Rahul Dua,Beauty/Fashion,Skincare products,https://mintree.us/,2018.0,1,,1.0,Middle,Nagpur,Maharashtra,900.0,,,,,,,,90.0,1.0,9000.0,1,1,90.0,1.5,,,6000.0,2,,,,,,,,,,,,,,45.0,0.75,,,,,45.0,0.75,,Azhar Iqubal,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,DilFoods,5,334,22-Jan-24,31-Mar-24,26-Jan-24,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Food and Beverage,Virtual restaurant service,https://dilfoods.in/,2022.0,1,,1.0,Middle,Ranchi,Jharkhand,700.0,,,,,,,,50.0,0.5,10000.0,1,1,200.0,2.67,,,7490.636704,4,,,,,50.0,0.667,,,,,,,,50.0,0.667,,,,,50.0,0.6675,,Radhika Gupta,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,AIKavach/Panoplia,5,335,22-Jan-24,31-Mar-24,26-Jan-24,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Technology/Software,Online security app,https://kavach.co.in/,2023.0,1,,1.0,Middle,Hyderabad,Telangana,,,,,,,yes,,50.0,1.25,4000.0,1,1,100.0,2.5,,,4000.0,2,yes,,,,,,,,,,50.0,1.25,,50.0,1.25,,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,WeHear,7,342,22-Jan-24,31-Mar-24,30-Jan-24,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Medical/Health,Hearing Solutions,https://wehear.in/,2017.0,2,2.0,,Middle,Ahmedabad,Gujarat,282.0,93.0,,,,,yes,,250.0,1.0,25000.0,1,1,250.0,1.0,,,25000.0,1,yes,,,,,,,,,,,,,250.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,WYLDCard,8,344,22-Jan-24,31-Mar-24,31-Jan-24,Entrepreneurial Innovation,Rahul Dua,Technology/Software,Customer as Infulencer,https://www.getwyld.in/,2023.0,3,3.0,,Middle,Mumbai,Maharashtra,,,,,yes,,,,50.0,0.5,10000.0,1,1,75.0,1.5,,,5000.0,1,,,,,,,,75.0,1.5,,,,,,,,,,,,,,,Azhar Iqubal,1.0,,1.0,,1.0,,1.0,1.0
3,Arata,10,350,22-Jan-24,31-Mar-24,02-Feb-24,Pitching Innovation,Rahul Dua,Beauty/Fashion,Hair care,https://www.arata.in/,2018.0,2,2.0,,Middle,Delhi,Delhi,170.0,200.0,,5.0,,,,,100.0,1.25,8000.0,1,1,100.0,1.33,,,7518.796992,2,yes,50.0,0.665,,50.0,0.665,,,,,,,,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,Vecros,10,351,22-Jan-24,31-Mar-24,02-Feb-24,Pitching Innovation,Rahul Dua,Technology/Software,Spatial AI drone,https://vecros.com/,2018.0,2,1.0,1.0,Young,Delhi,Delhi,0.0,9.0,,,,,,,100.0,2.5,4000.0,1,1,20.0,1.0,80.0,10.0,2000.0,1,,,,,,,,,,,20.0,1.0,80.0,,,,,,,,,,,Deepinder Goyal,1.0,1.0,1.0,1.0,,,,1.0
3,HoneyTwigs,12,355,22-Jan-24,31-Mar-24,06-Feb-24,Showcase Of Innovation,Rahul Dua,Food and Beverage,Honey products,https://honeytwigs.co/,2015.0,3,3.0,,Middle,Delhi,Delhi,400.0,35.0,,,,,,,75.0,3.0,2500.0,1,1,75.0,3.0,,,2500.0,3,,,,,,,,25.0,1.0,,,,,25.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,Koparo,12,356,22-Jan-24,31-Mar-24,06-Feb-24,Showcase Of Innovation,Rahul Dua,Food and Beverage,Coconut based Cleaning Products,https://koparoclean.com/,2020.0,1,,1.0,Middle,Delhi,Delhi,450.0,80.0,,,,,,,70.0,1.0,7000.0,1,1,70.0,1.0,,,7000.0,2,,,,,35.0,0.5,,,,,35.0,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
3,JewelBox,13,358,22-Jan-24,31-Mar-24,07-Feb-24,Innovation Unleashed,Rahul Dua,Beauty/Fashion,Lab Grown Diamond Jewellery Brand,https://jewelbox.co.in/,2022.0,2,1.0,1.0,Middle,Kolkata,West Bengal,520.0,,,,,,,,100.0,2.0,5000.0,1,1,200.0,6.0,,,3333.333333,5,,,,,40.0,1.2,,,,,40.0,1.2,,40.0,1.2,,,,,40.0,1.2,,Radhika Gupta,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,WALK,14,361,22-Jan-24,31-Mar-24,08-Feb-24,Pitch Perfect,Rahul Dua,Medical/Health,Wearable Mobility Aid,https://www.lifesparktech.com/,2018.0,1,1.0,,Young,Mumbai,Maharashtra,,,,,,,yes,,50.0,1.5,3333.333333,1,1,50.0,2.3,,,2173.913043,2,,,,,,,,25.0,1.15,,25.0,1.15,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,DecodeAge,14,363,22-Jan-24,31-Mar-24,08-Feb-24,Pitch Perfect,Rahul Dua,Medical/Health,Age Longetivity Supplements,https://decodeage.com/,2021.0,3,3.0,,Middle,Bangalore,Karnataka,1100.0,,70.0,,yes,10.0,,,100.0,1.25,8000.0,1,1,100.0,2.25,,,4444.444444,1,,,,,,,,100.0,2.25,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,NasherMiles,15,366,22-Jan-24,31-Mar-24,09-Feb-24,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,https://nashermiles.com/,2017.0,3,2.0,1.0,Middle,Mumbai,Maharashtra,5700.0,,,,,,,,300.0,0.75,40000.0,1,1,300.0,1.5,,,20000.0,5,,60.0,0.3,,60.0,0.3,,60.0,0.3,,60.0,0.3,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,
3,Without,16,368,22-Jan-24,31-Mar-24,12-Feb-24,Innovation At Every Step,Rahul Dua,Beauty/Fashion,Products made from Waste Plastic,https://without.live,2020.0,1,1.0,,Middle,Pune,Maharashtra,,,,,,,yes,,75.0,1.0,7500.0,1,1,75.0,3.0,,,2500.0,2,,,,,,,,,,,,,,37.5,1.5,,,,,37.5,1.5,,Ronnie Screwvala,"Ronnie Screwvala,Radhika Gupta",,,1.0,1.0,1.0,,,2.0
3,HyperLab,18,373,22-Jan-24,31-Mar-24,14-Feb-24,Building India Through Innovation,Rahul Dua,Fitness/Sports/Outdoors,"Sports analytics for agility, strength, reflexes, and stamina",https://www.hyperlab.life/,2023.0,3,3.0,,Young,Ahmedabad,Gujarat,,,,,,,yes,,10.0,1.0,1000.0,1,1,25.0,1.0,,,2500.0,1,,,,,,,,,,,25.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,YesMadam,19,376,22-Jan-24,31-Mar-24,15-Feb-24,The Next Big Investment,Rahul Dua,Beauty/Fashion,Saloon service app,https://www.yesmadam.com/,2016.0,4,3.0,1.0,Middle,Delhi,Delhi,5000.0,,,,,,,,150.0,0.5,30000.0,1,1,150.0,2.0,,,7500.0,4,,,,,37.5,0.5,,,,,37.5,0.5,,37.5,0.5,,,,,,,,,Radhika Gupta,,1.0,,1.0,1.0,1.0,,1.0
3,PushSports,20,379,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Fitness/Sports/Outdoors,Kids & young adults for recreation & professional sport,https://pushsports.in/,2017.0,2,2.0,,Middle,Delhi,Delhi,900.0,50.0,,,,,,,80.0,1.0,8000.0,1,1,80.0,4.0,,,2000.0,2,,,,,40.0,2.0,,,,,,,,40.0,2.0,,,,,,,,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,ORBO,20,380,22-Jan-24,31-Mar-24,16-Feb-24,Pioneering Change,Rahul Dua,Technology/Software,AI-powered tools for beauty brands,https://www.orbo.ai/,2019.0,3,3.0,,Middle,Mumbai,Maharashtra,,18.0,,,yes,,,,100.0,0.75,13333.33333,1,1,100.0,1.0,,,10000.0,1,yes,,,,100.0,1.0,,,,,,,,,,,,,,,,,,Azhar Iqubal,,1.0,1.0,1.0,1.0,,,1.0
3,D'chica,22,385,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Innerwears for Teenage Girls,https://www.dchica.in/,2020.0,2,,2.0,Middle,Delhi,Delhi,1030.0,120.0,,,yes,,,,80.0,1.0,8000.0,1,1,80.0,2.0,,,4000.0,2,,40.0,1.0,,40.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,Refit,22,386,22-Jan-24,31-Mar-24,20-Feb-24,Impressive Numbers and High Stakes,Rahul Dua,Electronics,Refurbished Phones,https://refitglobal.com/,2017.0,2,2.0,,Middle,Delhi,Delhi,18700.0,3500.0,14.0,,,,,yes,200.0,0.5,40000.0,1,1,200.0,1.0,,,20000.0,3,,,,,66.66,0.33,,66.66,0.33,,,,,,,,66.66,0.33,,,,,,,1.0,1.0,1.0,1.0,,,1.0,
3,AristaVault,25,394,22-Jan-24,31-Mar-24,23-Feb-24,Battle Of The Innovators,Rahul Dua,Manufacturing,Follow me suitcases,https://www.aristavault.com/,2018.0,2,1.0,1.0,Middle,Delhi,Delhi,360.0,65.0,,,,,,,45.0,1.5,3000.0,1,1,20.0,1.0,25.0,18.0,2000.0,1,yes,,,,,,,20.0,1.0,25.0,,,,,,,,,,,,,,"Varun Dua,Radhika Gupta",,1.0,1.0,1.0,,,,2.0
